ts,pwd,temp,atm,hum,rssi,snr
11:27:35,iOuC,388,102308,66303,-107,1
11:27:35,iOuC,388,102308,66303,-107,2
11:27:36,iOuC,388,102306,66297,-105,5
11:27:36,iOuC,388,102306,66297,-105,4
11:27:37,iOuC,389,102308,66309,-105,4
11:27:37,iOuC,389,102308,66282,-107,2
11:27:38,iOuC,389,102306,66296,-104,5
11:27:38,iOuC,389,102306,66282,-103,6
11:27:39,iOuC,389,102306,66282,-104,5
11:27:39,iOuC,389,102306,66282,-105,4
11:27:40,iOuC,389,102306,66276,-104,5
11:27:40,iOuC,389,102306,66276,-103,6
11:27:41,iOuC,389,102306,66282,-104,6
11:27:42,iOuC,389,102306,66282,-102,7
11:27:45,Event RX Timeout,,,,
11:27:46,iOuC,390,102304,66329,-107,2
11:27:47,iOuC,388,102302,66257,-107,2
11:27:47,iOuC,388,102302,66257,-107,1
11:27:48,iOuC,388,102304,66263,-108,0
11:27:48,iOuC,388,102304,66243,-106,3
11:27:49,iOuC,388,102304,66250,-104,5
11:27:49,iOuC,389,102306,66242,-106,3
11:27:50,iOuC,389,102306,66256,-107,3
11:27:50,iOuC,389,102306,66249,-107,1
11:27:51,iOuC,389,102306,66249,-109,-1
11:27:51,iOuC,389,102306,66236,-109,-1
11:27:52,iOuC,389,102306,66242,-109,-3
11:27:55,Event RX Timeout,,,,
11:27:57,iOuC,391,102308,66296,-105,4
11:27:57,iOuC,389,102308,66236,-104,5
11:27:58,iOuC,388,102304,66230,-104,5
11:27:58,iOuC,388,102304,66223,-104,5
11:27:59,iOuC,389,102308,66242,-104,4
11:27:59,iOuC,389,102308,66236,-105,5
11:28:00,iOuC,389,102306,66229,-105,4
11:28:00,iOuC,389,102306,66229,-106,3
11:28:01,iOuC,389,102306,66229,-106,3
11:28:01,iOuC,389,102306,66222,-108,0
11:28:02,iOuC,389,102306,66236,-104,6
11:28:02,iOuC,389,102308,66222,-104,5
11:28:03,iOuC,389,102306,66222,-101,8
11:28:04,iOuC,389,102306,66222,-107,3
11:28:04,iOuC,389,102306,66236,-107,2
11:28:05,iOuC,389,102306,66229,-105,4
11:28:05,iOuC,389,102306,66222,-106,4
11:28:06,iOuC,389,102306,66222,-102,7
11:28:06,iOuC,389,102306,66202,-102,7
11:28:07,iOuC,389,102306,66222,-102,7
11:28:07,iOuC,389,102306,66229,-102,6
11:28:08,iOuC,389,102304,66209,-106,3
11:28:08,iOuC,389,102306,66216,-109,0
11:28:09,iOuC,389,102306,66216,-105,4
11:28:10,iOuC,389,102306,66202,-105,4
11:28:10,iOuC,389,102306,66209,-107,2
11:28:11,iOuC,389,102306,66216,-105,4
11:28:11,iOuC,389,102308,66209,-106,2
11:28:12,iOuC,389,102308,66209,-104,5
11:28:12,iOuC,389,102308,66209,-106,3
11:28:13,iOuC,389,102308,66209,-103,6
11:28:13,Event RX Error,,,,
11:28:15,iOuC,389,102306,66202,-106,2
11:28:15,iOuC,389,102308,66209,-105,4
11:28:16,iOuC,389,102308,66196,-110,-4
11:28:16,iOuC,389,102308,66202,-104,5
11:28:17,iOuC,389,102308,66202,-106,3
11:28:17,iOuC,389,102308,66196,-110,-4
11:28:18,iOuC,389,102308,66189,-108,0
11:28:18,iOuC,389,102308,66196,-103,6
11:28:19,iOuC,389,102308,66202,-105,5
