ts,pwd,temp,atm,hum,rssi,snr
09:19:31,nX05,176,102489,66225,-86,12
09:19:31,nX05,176,102489,66198,-85,12
09:19:32,nX05,176,102489,66198,-82,12
09:19:32,nX05,175,102485,66173,-87,12
09:19:33,nX05,175,102485,66179,-84,12
09:19:33,nX05,175,102485,66166,-86,13
09:19:34,nX05,175,102483,66146,-83,12
09:19:34,nX05,175,102483,66152,-85,13
09:19:35,nX05,175,102483,66133,-89,12
09:19:35,nX05,175,102485,66133,-98,10
09:19:36,nX05,175,102485,66126,-95,10
09:19:36,nX05,176,102487,66125,-85,13
09:19:37,nX05,176,102485,66118,-86,12
09:19:38,nX05,176,102485,66112,-89,12
09:19:38,nX05,176,102487,66112,-89,12
09:19:39,nX05,176,102487,66098,-95,10
09:19:39,nX05,176,102487,66078,-91,12
09:19:40,nX05,176,102487,66072,-87,12
09:19:40,nX05,175,102485,66066,-89,12
09:19:41,nX05,176,102487,66045,-88,13
09:19:41,nX05,176,102487,66058,-90,12
09:19:42,nX05,176,102487,66038,-86,12
09:19:42,nX05,175,102483,66019,-89,12
09:19:43,nX05,176,102487,66031,-83,12
09:19:44,nX05,176,102485,66018,-88,13
09:19:44,nX05,176,102483,66011,-91,12
09:19:45,nX05,176,102485,65998,-86,12
09:19:45,nX05,176,102483,65991,-89,11
09:19:46,nX05,176,102483,65985,-91,12
09:19:46,nX05,176,102483,65985,-90,11
09:19:47,nX05,176,102483,65985,-86,12
09:19:47,nX05,176,102483,65965,-88,13
09:19:48,nX05,176,102483,65971,-86,13
09:19:48,nX05,176,102483,65958,-91,12
09:19:49,nX05,176,102483,65971,-90,12
09:19:49,nX05,176,102483,65965,-87,12
09:19:50,nX05,176,102483,65951,-88,13
09:19:51,nX05,176,102483,65951,-83,12
09:19:51,nX05,176,102483,65945,-94,11
09:19:52,nX05,176,102483,65951,-92,11
09:19:52,nX05,176,102483,65965,-90,12
09:19:53,nX05,176,102483,65958,-90,12
09:19:53,nX05,176,102483,65965,-86,12
09:19:54,nX05,176,102483,65951,-83,12
09:19:54,nX05,176,102483,65951,-97,9
09:19:55,nX05,176,102481,65958,-93,11
09:19:55,nX05,176,102481,65965,-90,12
09:19:56,nX05,176,102481,65958,-88,12
09:19:57,nX05,176,102481,65958,-93,11
09:19:57,nX05,176,102483,65951,-95,10
09:19:58,nX05,176,102483,65945,-85,13
09:19:58,nX05,176,102481,65971,-86,13
09:19:59,nX05,176,102483,65951,-83,12
09:19:59,nX05,176,102483,65951,-83,12
09:20:00,nX05,176,102483,65958,-84,12
09:20:00,nX05,176,102481,65958,-85,13
09:20:01,nX05,176,102481,65958,-85,13
09:20:01,nX05,176,102483,65971,-87,12
09:20:02,nX05,176,102483,65951,-86,13
09:20:02,nX05,176,102483,65958,-87,12
09:20:03,nX05,176,102481,65965,-87,12
09:20:04,nX05,176,102483,65938,-90,12
09:20:04,nX05,176,102483,65945,-92,12
09:20:05,nX05,176,102483,65951,-91,12
09:20:05,nX05,176,102485,65951,-90,11
09:20:06,nX05,176,102485,65945,-89,11
09:20:06,nX05,176,102485,65945,-86,12
09:20:07,nX05,176,102485,65938,-88,11
09:20:07,nX05,176,102483,65945,-88,12
09:20:08,nX05,176,102483,65951,-85,13
09:20:08,nX05,176,102483,65932,-85,12
09:20:09,nX05,176,102483,65932,-86,12
09:20:10,nX05,176,102483,65938,-90,11
09:20:10,nX05,176,102483,65932,-86,11
09:20:11,nX05,176,102483,65925,-83,12
09:20:11,nX05,175,102479,65906,-87,11
09:20:12,nX05,175,102479,65913,-88,12
09:20:12,nX05,175,102479,65906,-87,12
09:20:13,nX05,175,102479,65906,-86,12
09:20:13,nX05,175,102479,65913,-88,12
09:20:14,nX05,176,102483,65892,-84,12
09:20:14,nX05,175,102479,65893,-98,6
09:20:15,nX05,175,102479,65879,-102,7
09:20:15,nX05,175,102479,65886,-105,1
09:20:16,nX05,175,102479,65879,-96,9
09:20:17,nX05,175,102479,65886,-94,10
09:20:17,nX05,175,102479,65866,-93,10
09:20:18,nX05,175,102479,65866,-92,10
09:20:18,nX05,175,102479,65853,-88,12
09:20:19,nX05,175,102479,65859,-89,11
09:20:19,nX05,175,102479,65839,-89,11
09:20:20,nX05,175,102479,65846,-88,13
09:20:20,nX05,175,102479,65846,-94,12
09:20:21,nX05,175,102479,65839,-99,7
09:20:21,nX05,175,102479,65826,-94,11
09:20:22,nX05,175,102479,65826,-91,12
09:20:23,nX05,175,102479,65833,-90,11
09:20:23,nX05,175,102479,65826,-88,12
09:20:24,nX05,175,102479,65813,-89,13
09:20:24,nX05,175,102479,65813,-92,12
09:20:25,nX05,175,102479,65799,-94,11
09:20:25,nX05,175,102479,65799,-95,10
09:20:26,nX05,175,102479,65779,-88,12
09:20:26,nX05,175,102481,65786,-91,12
09:20:27,nX05,175,102481,65786,-92,12
09:20:27,nX05,175,102481,65766,-88,12
09:20:28,nX05,175,102481,65766,-84,12
09:20:28,nX05,175,102483,65773,-84,12
09:20:29,nX05,175,102483,65766,-86,12
09:20:30,nX05,175,102481,65746,-89,12
09:20:30,nX05,175,102481,65746,-87,12
09:20:31,nX05,175,102481,65739,-84,12
09:20:31,nX05,175,102479,65733,-85,12
09:20:32,nX05,175,102479,65719,-84,12
09:20:32,nX05,175,102479,65726,-81,12
09:20:33,nX05,175,102479,65713,-82,13
09:20:33,nX05,175,102479,65706,-84,12
09:20:34,nX05,175,102477,65706,-85,13
09:20:34,nX05,175,102477,65693,-86,12
09:20:35,nX05,175,102479,65693,-84,13
09:20:36,nX05,175,102479,65693,-88,13
09:20:36,nX05,175,102479,65686,-91,10
09:20:37,nX05,175,102479,65679,-90,12
09:20:37,nX05,175,102479,65679,-85,13
09:20:38,nX05,175,102479,65666,-86,12
09:20:38,nX05,175,102479,65660,-91,12
09:20:39,nX05,175,102479,65660,-86,12
09:20:39,nX05,175,102479,65660,-84,12
09:20:40,nX05,175,102479,65640,-87,12
09:20:40,nX05,175,102479,65653,-85,13
09:20:41,nX05,175,102479,65633,-83,12
09:20:41,nX05,175,102479,65646,-81,12
09:20:42,nX05,175,102479,65626,-83,12
09:20:43,nX05,175,102479,65620,-90,12
09:20:44,nX05,175,102479,65613,-86,12
09:20:44,nX05,175,102479,65613,-86,12
09:20:45,nX05,175,102479,65620,-83,13
09:20:45,nX05,175,102479,65593,-80,12
09:20:46,nX05,175,102479,65593,-83,12
09:20:46,nX05,175,102479,65593,-86,12
09:20:47,nX05,175,102479,65573,-82,12
09:20:47,nX05,175,102479,65586,-83,13
09:20:48,nX05,175,102479,65573,-85,13
09:20:48,nX05,175,102479,65566,-84,12
09:20:49,nX05,175,102481,65560,-88,12
09:20:49,nX05,175,102481,65546,-85,12
09:20:50,nX05,175,102481,65553,-87,12
09:20:51,nX05,175,102481,65553,-92,11
09:20:51,nX05,175,102481,65553,-89,12
09:20:52,nX05,175,102483,65553,-92,11
09:20:52,nX05,175,102481,65526,-93,11
09:20:53,nX05,175,102481,65526,-85,13
09:20:53,nX05,175,102481,65533,-85,12
09:20:54,nX05,175,102481,65520,-86,13
09:20:54,nX05,175,102481,65513,-95,10
09:20:55,nX05,175,102481,65500,-90,11
09:20:55,nX05,175,102481,65493,-93,11
09:20:56,nX05,175,102483,65493,-90,11
09:20:57,nX05,175,102481,65493,-91,12
09:20:57,nX05,175,102481,65493,-96,10
09:20:58,nX05,175,102483,65480,-89,12
09:20:58,nX05,175,102483,65473,-87,12
09:20:59,nX05,175,102483,65467,-89,13
09:20:59,nX05,175,102483,65460,-91,12
09:21:00,nX05,175,102483,65460,-89,11
09:21:00,nX05,175,102483,65460,-82,13
09:21:01,nX05,175,102483,65447,-93,11
09:21:01,nX05,175,102483,65453,-82,13
09:21:02,nX05,175,102483,65433,-84,12
09:21:02,nX05,175,102485,65433,-86,12
09:21:03,nX05,175,102483,65433,-82,13
09:21:04,nX05,175,102483,65407,-82,13
09:21:04,nX05,175,102483,65427,-82,13
09:21:05,nX05,175,102483,65407,-86,12
09:21:05,nX05,175,102481,65407,-86,12
09:21:06,nX05,175,102481,65407,-85,13
09:21:06,nX05,175,102481,65394,-83,12
09:21:07,nX05,175,102481,65400,-82,13
09:21:07,nX05,175,102479,65394,-84,12
09:21:08,nX05,175,102479,65380,-82,13
09:21:08,nX05,175,102479,65380,-83,13
09:21:09,nX05,175,102479,65367,-86,11
09:21:10,nX05,175,102479,65380,-84,13
09:21:10,nX05,175,102479,65354,-84,12
09:21:11,nX05,175,102479,65367,-83,11
09:21:11,nX05,175,102479,65347,-86,12
09:21:12,nX05,175,102479,65347,-83,12
09:21:12,nX05,175,102479,65360,-82,13
09:21:13,nX05,175,102479,65354,-80,12
09:21:13,nX05,175,102479,65347,-80,12
09:21:14,nX05,175,102479,65334,-82,13
09:21:14,nX05,175,102479,65340,-81,12
09:21:15,nX05,175,102479,65334,-82,13
09:21:15,nX05,176,102481,65320,-82,13
09:21:16,nX05,175,102479,65314,-82,13
09:21:17,nX05,176,102481,65320,-82,12
09:21:17,nX05,176,102483,65320,-82,13
09:21:18,nX05,176,102481,65306,-84,12
09:21:18,nX05,175,102479,65301,-82,12
09:21:19,nX05,176,102481,65313,-83,13
09:21:19,nX05,176,102481,65306,-82,13
09:21:20,nX05,176,102481,65306,-80,12
09:21:20,nX05,175,102479,65281,-80,13
09:21:21,nX05,175,102479,65287,-80,13
09:21:21,nX05,175,102479,65274,-82,13
09:21:22,nX05,175,102479,65274,-82,13
09:21:23,nX05,175,102479,65274,-89,12
09:21:23,nX05,175,102479,65267,-88,12
09:21:24,nX05,176,102481,65286,-87,12
09:21:24,nX05,176,102481,65273,-87,12
09:21:25,nX05,176,102481,65266,-87,12
09:21:25,nX05,176,102481,65266,-86,13
09:21:26,nX05,176,102481,65260,-86,12
09:21:26,nX05,176,102481,65266,-86,12
09:21:27,nX05,176,102481,65253,-85,13
09:21:27,nX05,176,102481,65247,-86,13
09:21:28,nX05,176,102481,65247,-85,13
09:21:28,nX05,176,102481,65247,-86,13
09:21:29,nX05,176,102481,65240,-86,12
09:21:30,nX05,176,102481,65240,-86,12
09:21:30,nX05,176,102481,65227,-86,13
09:21:31,nX05,176,102481,65220,-86,13
09:21:31,nX05,176,102481,65213,-86,12
09:21:32,nX05,176,102481,65220,-86,12
09:21:32,nX05,176,102481,65207,-86,12
09:21:33,nX05,176,102481,65213,-86,12
09:21:33,nX05,176,102481,65213,-86,12
09:21:34,nX05,176,102483,65180,-85,13
09:21:34,nX05,176,102483,65193,-85,13
09:21:35,nX05,176,102483,65187,-86,13
09:21:35,nX05,176,102481,65187,-86,13
09:21:36,nX05,176,102481,65187,-86,13
09:21:37,nX05,176,102481,65174,-88,13
09:21:37,nX05,176,102481,65180,-82,13
09:21:38,nX05,176,102481,65187,-89,12
09:21:38,nX05,176,102481,65167,-84,12
09:21:39,nX05,176,102479,65167,-80,12
09:21:39,nX05,176,102479,65160,-80,13
09:21:40,nX05,176,102481,65160,-82,12
09:21:40,nX05,176,102479,65160,-81,13
09:21:41,nX05,176,102479,65147,-84,12
09:21:41,nX05,176,102481,65140,-85,13
09:21:42,nX05,176,102481,65140,-82,13
09:21:43,nX05,176,102481,65140,-81,13
09:21:43,nX05,176,102481,65134,-81,12
09:21:44,nX05,176,102481,65140,-81,13
09:21:44,nX05,176,102481,65134,-88,13
09:21:45,nX05,176,102481,65134,-86,12
09:21:45,nX05,176,102481,65134,-84,12
09:21:46,nX05,176,102481,65127,-83,13
09:21:46,nX05,176,102481,65114,-86,13
09:21:47,nX05,177,102481,65096,-91,12
09:21:47,nX05,177,102481,65089,-97,10
09:21:48,nX05,177,102481,65089,-88,13
09:21:48,nX05,177,102483,65096,-86,13
09:21:49,nX05,177,102481,65096,-87,12
09:21:50,nX05,177,102483,65089,-93,11
09:21:50,nX05,177,102483,65076,-87,12
09:21:51,nX05,177,102483,65069,-82,13
09:21:51,nX05,177,102483,65069,-86,12
09:21:52,nX05,177,102483,65069,-87,12
09:21:52,nX05,177,102483,65063,-85,12
09:21:53,nX05,177,102483,65056,-86,12
09:21:53,nX05,177,102483,65056,-88,12
09:21:54,nX05,177,102483,65056,-87,12
09:21:54,nX05,177,102483,65050,-86,12
09:21:55,nX05,177,102483,65056,-85,13
09:21:56,nX05,177,102483,65043,-86,13
09:21:56,nX05,177,102483,65030,-86,12
09:21:57,nX05,177,102483,65023,-87,12
09:21:57,nX05,177,102483,65036,-92,12
09:21:58,nX05,177,102483,65043,-92,11
09:21:58,nX05,177,102483,65036,-89,12
09:21:59,nX05,177,102483,65023,-91,12
09:21:59,nX05,177,102483,65010,-91,12
09:22:00,nX05,177,102483,65023,-90,12
09:22:00,nX05,177,102483,65003,-87,12
09:22:01,nX05,177,102483,65010,-88,13
09:22:01,nX05,177,102483,65003,-91,11
09:22:02,nX05,177,102483,65003,-91,11
09:22:03,nX05,177,102483,64990,-90,12
09:22:03,nX05,177,102483,64997,-90,12
09:22:04,nX05,177,102483,64990,-92,11
09:22:04,nX05,177,102483,64990,-88,12
09:22:05,nX05,177,102483,64977,-92,11
09:22:05,nX05,177,102483,64963,-95,10
09:22:06,nX05,177,102483,64957,-100,7
09:22:06,nX05,177,102483,64977,-96,10
09:22:07,nX05,177,102481,64950,-97,9
09:22:07,nX05,177,102481,64950,-95,11
09:22:08,nX05,177,102481,64943,-99,8
09:22:09,nX05,177,102483,64930,-98,7
09:22:09,nX05,177,102483,64950,-95,10
09:22:10,nX05,177,102483,64937,-94,11
09:22:10,nX05,177,102483,64930,-96,11
09:22:11,nX05,177,102483,64930,-95,11
09:22:11,nX05,177,102483,64924,-101,8
09:22:12,nX05,177,102483,64917,-95,11
09:22:12,nX05,177,102481,64917,-97,9
09:22:13,nX05,177,102483,64917,-82,13
09:22:13,nX05,177,102485,64910,-82,13
09:22:14,nX05,177,102485,64910,-84,13
09:22:14,nX05,177,102485,64910,-88,12
09:22:15,nX05,177,102485,64897,-81,12
09:22:16,nX05,178,102485,64916,-87,12
09:22:16,nX05,177,102485,64877,-81,13
09:22:17,nX05,177,102485,64891,-82,12
09:22:17,nX05,177,102483,64891,-84,12
09:22:18,nX05,177,102485,64897,-83,13
09:22:18,nX05,178,102485,64890,-87,12
09:22:19,nX05,178,102485,64896,-82,13
09:22:19,nX05,178,102485,64890,-86,12
09:22:20,nX05,178,102485,64883,-89,12
09:22:20,nX05,178,102485,64876,-91,11
09:22:21,nX05,178,102485,64890,-83,12
09:22:22,nX05,178,102485,64876,-84,12
09:22:22,nX05,178,102483,64870,-86,13
09:22:23,nX05,178,102485,64850,-88,12
09:22:23,nX05,178,102485,64870,-85,13
09:22:24,nX05,178,102483,64863,-90,12
09:22:24,nX05,178,102485,64863,-89,12
09:22:25,nX05,178,102485,64856,-90,11
09:22:25,nX05,178,102485,64856,-90,11
09:22:26,nX05,178,102485,64856,-91,12
09:22:26,nX05,178,102485,64856,-92,11
09:22:27,nX05,178,102485,64863,-94,11
09:22:27,nX05,178,102487,64850,-91,12
09:22:28,nX05,178,102485,64863,-92,11
09:22:29,nX05,178,102485,64863,-94,11
09:22:29,nX05,178,102485,64856,-96,9
09:22:30,nX05,178,102485,64836,-90,12
09:22:30,nX05,178,102485,64856,-94,11
09:22:31,nX05,178,102485,64850,-92,11
09:22:31,nX05,179,102485,64843,-85,13
09:22:32,nX05,179,102485,64843,-86,12
09:22:32,nX05,179,102485,64836,-88,12
09:22:33,nX05,179,102485,64836,-88,13
09:22:33,nX05,179,102485,64836,-90,12
09:22:34,nX05,179,102485,64836,-87,12
09:22:35,nX05,179,102485,64856,-89,12
09:22:35,nX05,179,102485,64850,-89,12
09:22:36,nX05,179,102483,64830,-86,12
09:22:36,nX05,179,102483,64823,-86,12
09:22:37,nX05,179,102487,64836,-87,13
09:22:37,nX05,179,102487,64836,-87,12
09:22:38,nX05,179,102487,64830,-87,13
09:22:38,nX05,179,102487,64836,-87,12
09:22:39,nX05,179,102487,64836,-87,12
09:22:39,nX05,179,102487,64836,-88,12
09:22:40,nX05,179,102487,64843,-87,12
09:22:40,nX05,180,102487,64845,-91,12
09:22:41,nX05,180,102487,64832,-89,13
09:22:42,nX05,180,102487,64852,-89,12
09:22:42,nX05,180,102487,64845,-92,11
09:22:43,nX05,180,102487,64845,-84,12
09:22:43,nX05,180,102487,64832,-85,13
09:22:44,nX05,180,102487,64825,-87,12
09:22:44,nX05,180,102485,64838,-86,12
09:22:45,nX05,181,102485,64825,-87,12
09:22:45,nX05,181,102483,64825,-82,12
09:22:46,nX05,181,102485,64825,-83,12
09:22:46,nX05,181,102485,64832,-85,13
09:22:47,nX05,181,102485,64819,-87,12
09:22:48,nX05,180,102485,64819,-87,12
09:22:48,nX05,181,102485,64812,-86,13
09:22:49,nX05,181,102485,64819,-86,12
09:22:49,nX05,181,102485,64812,-91,12
09:22:50,nX05,181,102485,64819,-94,11
09:22:50,nX05,181,102485,64819,-85,13
09:22:51,nX05,181,102489,64812,-85,13
09:22:51,nX05,181,102489,64805,-85,12
09:22:52,nX05,181,102489,64825,-86,12
09:22:52,nX05,181,102489,64805,-88,12
09:22:53,nX05,181,102489,64805,-89,11
09:22:53,nX05,182,102489,64805,-88,12
09:22:54,nX05,182,102489,64805,-86,12
09:22:55,nX05,182,102489,64805,-85,12
09:22:55,nX05,182,102489,64792,-84,12
09:22:56,nX05,182,102489,64805,-83,13
09:22:56,nX05,182,102489,64805,-83,12
09:22:57,nX05,182,102489,64805,-83,12
09:22:57,nX05,182,102489,64792,-86,13
09:22:58,nX05,182,102489,64792,-88,12
09:22:58,nX05,182,102489,64792,-88,12
09:22:59,nX05,182,102489,64805,-86,12
09:22:59,nX05,182,102489,64812,-85,12
09:23:00,nX05,182,102489,64805,-86,12
09:23:01,nX05,182,102489,64785,-87,12
09:23:01,nX05,182,102489,64799,-89,11
09:23:02,nX05,182,102489,64779,-92,12
09:23:02,nX05,182,102489,64785,-85,13
09:23:03,nX05,182,102489,64766,-85,13
09:23:03,nX05,183,102489,64785,-91,12
09:23:04,nX05,182,102489,64779,-86,12
09:23:04,nX05,183,102489,64785,-88,13
09:23:05,nX05,183,102489,64791,-88,12
09:23:05,nX05,183,102489,64785,-97,10
09:23:06,nX05,183,102491,64771,-99,9
09:23:06,nX05,182,102491,64779,-88,13
09:23:07,nX05,183,102489,64765,-85,13
09:23:08,nX05,183,102489,64785,-96,11
09:23:08,nX05,183,102487,64785,-87,12
09:23:09,nX05,183,102489,64771,-103,6
09:23:12,Event RX Timeout,,,,
09:23:12,nX05,183,102489,64765,-87,12
09:23:13,nX05,182,102491,64746,-86,12
09:23:13,nX05,182,102491,64752,-91,12
09:23:14,nX05,182,102491,64759,-93,11
09:23:14,nX05,182,102491,64766,-92,12
09:23:15,nX05,182,102491,64746,-91,12
09:23:16,nX05,183,102491,64765,-89,12
09:23:16,nX05,183,102495,64758,-93,11
09:23:17,nX05,183,102495,64751,-92,11
09:23:17,nX05,183,102495,64778,-89,12
09:23:18,nX05,183,102495,64751,-91,12
09:23:18,nX05,183,102495,64758,-89,13
09:23:19,nX05,183,102495,64751,-89,13
09:23:19,nX05,183,102495,64745,-91,12
09:23:20,nX05,183,102495,64745,-93,11
09:23:20,nX05,183,102495,64751,-89,12
09:23:21,nX05,183,102495,64745,-89,12
09:23:22,nX05,183,102495,64751,-90,12
09:23:22,nX05,183,102495,64751,-90,12
09:23:23,nX05,183,102495,64745,-89,13
09:23:23,nX05,183,102495,64732,-92,12
09:23:24,nX05,183,102495,64738,-90,12
09:23:24,nX05,183,102495,64732,-87,13
09:23:25,nX05,183,102493,64738,-89,12
09:23:25,nX05,183,102495,64725,-90,12
09:23:26,nX05,183,102495,64732,-91,12
09:23:26,nX05,183,102495,64732,-89,13
09:23:27,nX05,183,102495,64738,-85,13
09:23:27,nX05,183,102495,64712,-84,12
09:23:28,nX05,183,102495,64725,-83,13
09:23:29,nX05,183,102495,64712,-84,12
09:23:29,nX05,184,102495,64698,-82,13
09:23:30,nX05,184,102495,64698,-82,13
09:23:30,nX05,184,102495,64698,-84,12
09:23:31,nX05,184,102495,64712,-83,12
09:23:31,nX05,184,102495,64705,-84,12
09:23:32,nX05,184,102495,64698,-83,12
09:23:32,nX05,184,102495,64705,-82,13
09:23:33,nX05,184,102495,64712,-81,12
09:23:33,nX05,184,102495,64692,-81,12
09:23:34,nX05,184,102495,64692,-83,12
09:23:35,nX05,184,102495,64685,-87,12
09:23:35,nX05,184,102495,64692,-100,7
09:23:36,nX05,184,102495,64685,-82,13
09:23:36,nX05,184,102495,64692,-85,12
09:23:37,nX05,183,102495,64679,-92,11
09:23:37,nX05,184,102495,64672,-88,13
09:23:38,nX05,184,102495,64679,-88,13
09:23:38,nX05,184,102495,64665,-85,13
09:23:39,nX05,183,102495,64672,-86,12
09:23:39,nX05,184,102495,64659,-84,12
09:23:40,nX05,184,102495,64665,-84,12
09:23:40,nX05,184,102495,64659,-85,12
09:23:41,nX05,184,102495,64659,-85,13
09:23:42,nX05,184,102495,64652,-88,12
09:23:42,nX05,184,102495,64645,-92,12
09:23:43,nX05,184,102495,64652,-89,11
09:23:43,nX05,184,102495,64639,-85,12
09:23:44,nX05,183,102495,64639,-84,12
09:23:44,nX05,184,102495,64632,-84,12
09:23:45,nX05,184,102497,64632,-86,13
09:23:45,nX05,184,102497,64645,-85,13
09:23:46,nX05,184,102497,64626,-84,13
09:23:46,nX05,184,102497,64626,-86,12
09:23:47,nX05,184,102497,64619,-87,12
09:23:48,nX05,184,102497,64626,-86,13
09:23:48,nX05,184,102497,64619,-87,12
09:23:49,nX05,184,102497,64626,-87,13
09:23:49,nX05,184,102497,64626,-85,13
09:23:50,nX05,184,102495,64619,-84,12
09:23:50,nX05,184,102497,64613,-86,12
09:23:51,nX05,184,102497,64613,-85,13
09:23:51,nX05,183,102497,64599,-86,12
09:23:52,nX05,183,102499,64606,-87,12
09:23:52,nX05,183,102497,64593,-86,12
09:23:53,nX05,183,102497,64606,-85,13
09:23:53,nX05,184,102497,64593,-87,12
09:23:54,nX05,183,102497,64579,-82,13
09:23:55,nX05,183,102499,64579,-88,13
09:23:56,nX05,183,102499,64579,-84,12
09:23:56,nX05,183,102499,64579,-90,12
09:23:57,nX05,183,102499,64566,-82,13
09:23:57,nX05,183,102499,64560,-89,12
09:23:58,nX05,183,102499,64579,-86,12
09:23:58,nX05,183,102499,64560,-87,12
09:23:59,nX05,183,102499,64560,-87,12
09:23:59,nX05,183,102499,64546,-88,13
09:24:00,nX05,183,102499,64553,-88,12
09:24:00,nX05,183,102499,64553,-88,12
09:24:01,nX05,183,102499,64533,-88,12
09:24:01,nX05,183,102499,64540,-88,12
09:24:02,nX05,183,102499,64546,-88,12
09:24:03,nX05,183,102499,64546,-87,12
09:24:03,nX05,183,102497,64533,-89,12
09:24:04,nX05,183,102497,64540,-89,12
09:24:04,nX05,183,102499,64520,-88,12
09:24:05,nX05,183,102497,64520,-89,11
09:24:05,nX05,183,102499,64520,-89,12
09:24:06,nX05,183,102497,64513,-90,11
09:24:06,nX05,183,102499,64520,-88,12
09:24:07,nX05,183,102499,64500,-88,12
09:24:07,nX05,183,102499,64507,-92,11
09:24:08,nX05,183,102499,64520,-97,10
09:24:09,nX05,183,102499,64513,-100,7
09:24:09,nX05,183,102499,64487,-98,8
09:24:10,nX05,183,102499,64493,-96,9
09:24:10,nX05,183,102499,64493,-93,11
09:24:11,nX05,183,102499,64493,-94,11
09:24:11,nX05,183,102499,64480,-95,10
09:24:12,nX05,183,102499,64473,-93,12
09:24:12,nX05,183,102501,64487,-85,13
09:24:13,nX05,183,102501,64473,-91,10
09:24:13,nX05,184,102501,64480,-95,12
09:24:14,nX05,183,102503,64473,-96,10
09:24:14,nX05,183,102503,64467,-95,11
09:24:15,nX05,183,102503,64467,-97,7
09:24:16,nX05,183,102503,64467,-89,13
09:24:16,nX05,183,102505,64447,-86,11
09:24:17,nX05,183,102505,64454,-96,7
09:24:17,nX05,183,102505,64440,-91,10
09:24:18,nX05,183,102505,64440,-91,11
09:24:18,nX05,183,102505,64454,-94,9
09:24:19,nX05,183,102503,64447,-92,9
09:24:19,nX05,183,102505,64440,-92,10
09:24:20,nX05,183,102505,64434,-94,11
09:24:20,nX05,183,102505,64434,-95,10
09:24:21,nX05,183,102505,64421,-86,12
09:24:21,nX05,183,102505,64427,-89,11
09:24:22,nX05,183,102505,64421,-93,10
09:24:23,nX05,183,102505,64421,-94,12
09:24:23,nX05,183,102505,64421,-94,12
09:24:24,nX05,183,102503,64421,-95,11
09:24:24,nX05,183,102503,64414,-94,11
09:24:25,nX05,183,102503,64407,-92,11
09:24:25,nX05,183,102503,64401,-92,11
09:24:26,nX05,183,102503,64421,-91,12
09:24:26,nX05,183,102503,64414,-89,11
09:24:27,nX05,183,102503,64407,-90,11
09:24:27,nX05,183,102503,64407,-89,11
09:24:28,nX05,183,102503,64407,-90,12
09:24:29,nX05,183,102503,64414,-88,12
09:24:29,nX05,183,102503,64407,-89,12
09:24:30,nX05,183,102503,64407,-89,12
09:24:30,nX05,183,102505,64414,-92,11
