ts,pwd,temp,atm,hum,rssi,snr
10:06:40,nX05,274,102497,65366,-86,9
10:06:41,nX05,274,102495,65359,-84,8
10:06:42,nX05,274,102493,65346,-91,8
10:06:43,nX05,274,102493,65346,-89,9
10:06:44,nX05,274,102491,65353,-86,9
10:06:45,nX05,274,102491,65339,-87,8
10:06:46,nX05,274,102491,65326,-90,8
10:06:47,nX05,274,102491,65333,-92,8
10:06:48,nX05,274,102489,65313,-86,9
10:06:49,nX05,274,102489,65313,-93,8
10:06:50,nX05,274,102491,65319,-99,7
10:06:51,nX05,274,102489,65326,-101,7
10:06:52,nX05,275,102493,65300,-94,8
10:06:53,Event RX Error,,,,
10:06:56,Event RX Timeout,,,,
10:06:58,nX05,275,102495,65293,-89,8
10:06:59,nX05,274,102493,65280,-91,8
10:07:00,nX05,274,102495,65273,-90,9
10:07:01,nX05,274,102495,65280,-90,8
10:07:02,nX05,274,102493,65293,-91,8
10:07:03,nX05,274,102493,65266,-92,8
10:07:04,nX05,274,102493,65273,-93,8
10:07:05,nX05,274,102491,65260,-96,8
10:07:06,nX05,275,102495,65240,-92,8
10:07:07,nX05,275,102493,65260,-89,9
10:07:08,nX05,275,102493,65253,-93,7
10:07:09,nX05,275,102495,65253,-96,8
10:07:10,nX05,275,102493,65246,-94,8
10:07:11,nX05,275,102493,65240,-95,8
10:07:12,nX05,275,102495,65253,-95,8
10:07:13,nX05,275,102493,65233,-88,9
10:07:14,nX05,275,102495,65233,-89,8
10:07:15,nX05,275,102495,65227,-90,8
10:07:16,nX05,275,102495,65233,-90,8
10:07:17,nX05,275,102497,65213,-96,7
10:07:18,nX05,275,102497,65213,-91,9
10:07:19,nX05,275,102497,65207,-95,8
10:07:20,nX05,275,102497,65200,-104,4
10:07:22,nX05,275,102497,65213,-90,8
10:07:23,nX05,275,102497,65207,-92,8
10:07:24,nX05,275,102495,65200,-92,9
10:07:25,nX05,275,102495,65200,-94,8
10:07:26,nX05,275,102497,65207,-95,8
10:07:27,nX05,275,102497,65193,-100,7
10:07:28,nX05,275,102495,65187,-91,8
10:07:29,nX05,275,102495,65200,-106,2
10:07:30,nX05,275,102495,65180,-93,8
10:07:31,nX05,275,102497,65193,-98,7
10:07:32,nX05,275,102497,65187,-101,6
10:07:33,nX05,275,102497,65167,-99,6
10:07:34,nX05,275,102497,65180,-93,7
10:07:35,nX05,275,102497,65173,-92,8
10:07:36,nX05,275,102497,65167,-90,8
10:07:37,nX05,275,102497,65154,-92,9
10:07:38,nX05,275,102497,65167,-92,8
10:07:39,nX05,275,102495,65160,-99,6
10:07:40,nX05,275,102495,65154,-90,8
10:07:41,nX05,275,102497,65167,-89,9
10:07:42,nX05,275,102495,65160,-92,9
10:07:43,nX05,275,102495,65154,-93,8
10:07:44,nX05,275,102497,65140,-87,8
10:07:45,nX05,275,102497,65154,-92,9
10:07:47,nX05,275,102499,65140,-97,7
10:07:48,nX05,276,102499,65150,-94,8
10:07:49,nX05,275,102499,65147,-88,9
10:07:50,nX05,275,102499,65140,-99,4
10:07:51,nX05,275,102499,65134,-90,8
10:07:52,nX05,275,102497,65140,-93,8
10:07:53,nX05,276,102497,65150,-89,8
10:07:54,nX05,275,102495,65127,-92,8
10:07:55,nX05,276,102497,65143,-96,8
10:07:56,nX05,276,102495,65136,-95,7
10:07:57,nX05,275,102497,65127,-94,9
10:07:58,nX05,275,102495,65120,-96,7
10:07:59,nX05,275,102497,65120,-90,9
10:08:00,nX05,275,102497,65127,-90,8
10:08:01,nX05,275,102497,65127,-95,8
10:08:02,nX05,276,102497,65117,-89,8
10:08:03,nX05,276,102497,65117,-96,6
10:08:04,nX05,276,102497,65123,-94,7
10:08:05,nX05,276,102497,65117,-104,5
10:08:06,nX05,276,102497,65104,-96,8
10:08:07,nX05,276,102497,65117,-94,7
10:08:08,nX05,276,102497,65117,-88,8
10:08:09,nX05,276,102497,65110,-94,8
10:08:10,nX05,276,102497,65110,-91,9
10:08:12,nX05,276,102497,65110,-90,8
10:08:13,nX05,276,102497,65123,-93,8
10:08:14,nX05,276,102497,65110,-89,8
10:08:15,nX05,276,102497,65110,-95,9
10:08:16,nX05,276,102497,65097,-98,6
10:08:17,nX05,276,102497,65110,-89,8
10:08:18,nX05,276,102495,65117,-90,8
10:08:19,nX05,276,102495,65104,-92,9
10:08:20,nX05,276,102495,65097,-103,6
10:08:21,nX05,276,102495,65104,-100,6
10:08:22,nX05,276,102497,65097,-94,8
10:08:23,nX05,276,102497,65104,-93,8
10:08:24,nX05,276,102497,65083,-95,8
10:08:25,nX05,276,102495,65097,-91,8
10:08:26,nX05,276,102497,65083,-106,3
10:08:27,nX05,276,102499,65083,-105,3
10:08:28,nX05,276,102499,65083,-102,5
10:08:29,nX05,276,102499,65083,-97,6
10:08:30,nX05,276,102499,65090,-91,8
10:08:31,nX05,276,102501,65083,-105,4
10:08:32,nX05,276,102499,65083,-99,7
10:08:33,nX05,277,102499,65077,-100,4
10:08:34,nX05,277,102499,65090,-93,7
10:08:35,Event RX Error,,,,
10:08:38,Event RX Timeout,,,,
10:08:40,nX05,277,102497,65070,-96,7
10:08:41,nX05,276,102497,65057,-98,7
10:08:42,nX05,276,102499,65064,-97,8
10:08:43,nX05,276,102497,65070,-96,7
10:08:44,nX05,277,102497,65064,-95,7
10:08:45,nX05,277,102497,65064,-101,3
10:08:46,nX05,277,102495,65064,-107,-1
10:08:47,nX05,277,102497,65064,-99,6
10:08:48,nX05,277,102497,65044,-95,7
10:08:49,nX05,277,102497,65064,-100,6
10:08:50,nX05,277,102495,65050,-99,5
10:08:51,nX05,277,102495,65064,-106,1
10:08:52,nX05,278,102497,65063,-98,7
10:08:53,nX05,278,102495,65069,-100,2
10:08:54,nX05,278,102495,65063,-100,6
10:08:55,nX05,278,102493,65056,-93,8
10:08:56,nX05,278,102493,65056,-94,7
10:08:57,nX05,278,102495,65056,-92,9
10:08:58,nX05,278,102493,65056,-93,8
10:09:00,nX05,278,102491,65043,-97,6
10:09:01,nX05,278,102493,65043,-89,8
10:09:02,nX05,278,102495,65036,-94,7
10:09:03,nX05,278,102497,65043,-96,7
10:09:04,nX05,279,102497,65036,-93,8
10:09:05,nX05,279,102499,65030,-91,7
10:09:06,nX05,279,102499,65043,-90,8
10:09:07,nX05,279,102499,65043,-93,7
10:09:08,nX05,279,102499,65036,-99,7
10:09:09,nX05,279,102499,65030,-101,5
10:09:10,nX05,279,102497,65030,-92,8
10:09:12,nX05,279,102499,65043,-88,8
10:09:13,nX05,279,102499,65036,-87,8
10:09:14,nX05,279,102499,65036,-86,9
10:09:15,nX05,279,102499,65023,-86,9
10:09:16,nX05,279,102499,65023,-87,8
10:09:17,nX05,279,102499,65036,-86,9
10:09:18,nX05,279,102499,65016,-86,10
10:09:19,nX05,279,102499,65023,-86,9
10:09:20,nX05,279,102499,65023,-86,9
10:09:21,nX05,280,102497,65022,-86,8
10:09:22,nX05,280,102497,65015,-84,8
10:09:23,nX05,280,102497,65009,-86,9
10:09:24,nX05,280,102497,65015,-87,8
10:09:25,nX05,280,102497,65009,-85,10
10:09:26,nX05,280,102497,65009,-87,8
10:09:27,nX05,280,102497,65002,-84,8
10:09:28,nX05,280,102495,65002,-88,8
10:09:29,nX05,280,102495,65009,-88,9
10:09:30,nX05,280,102497,65002,-88,9
10:09:31,nX05,280,102495,65002,-90,9
10:09:32,nX05,280,102495,64989,-91,8
10:09:33,nX05,280,102495,64989,-90,8
10:09:34,nX05,280,102497,64995,-90,8
10:09:35,nX05,280,102497,64995,-90,8
10:09:37,nX05,280,102495,64995,-97,6
10:09:38,nX05,280,102493,64989,-93,9
10:09:39,nX05,280,102493,65002,-93,7
10:09:40,nX05,280,102497,64989,-92,8
10:09:41,nX05,280,102497,64989,-101,5
10:09:42,nX05,280,102497,64982,-87,9
10:09:43,Event RX Error,,,,
10:09:46,Event RX Timeout,,,,
10:09:47,nX05,280,102497,64989,-94,9
10:09:48,nX05,280,102495,64982,-93,7
10:09:49,nX05,280,102497,64962,-97,6
10:09:50,nX05,280,102495,64976,-98,6
10:09:51,nX05,280,102495,64976,-94,7
10:09:52,nX05,280,102499,64982,-91,9
10:09:53,nX05,280,102499,64982,-89,7
10:09:54,nX05,280,102497,64982,-88,8
10:09:55,nX05,280,102497,64982,-87,8
10:09:56,nX05,280,102497,64982,-93,7
10:09:57,Event RX Error,,,,
10:10:00,Event RX Timeout,,,,
10:10:02,nX05,280,102499,64976,-99,4
10:10:03,Event RX Error,,,,
10:10:06,Event RX Timeout,,,,
10:10:07,nX05,280,102499,64976,-92,8
10:10:08,nX05,280,102497,64982,-96,7
10:10:09,nX05,280,102497,64982,-98,3
10:10:10,nX05,280,102499,64976,-95,8
