ts,pwd,temp,atm,hum,rssi,snr
10:29:30,iOuC,293,102471,65003,-85,8
10:29:31,iOuC,294,102470,65019,-89,8
10:29:32,iOuC,295,102471,65013,-83,8
10:29:33,iOuC,296,102468,65038,-82,9
10:29:34,iOuC,297,102470,65045,-87,9
10:29:35,iOuC,298,102466,65037,-89,9
10:29:36,iOuC,299,102470,65037,-79,8
10:29:37,iOuC,299,102468,65031,-82,8
10:29:39,iOuC,300,102466,65050,-81,9
10:29:40,iOuC,301,102468,65036,-81,8
10:29:41,iOuC,301,102466,65043,-89,9
10:29:42,iOuC,302,102466,65030,-87,8
10:29:43,iOuC,302,102468,65036,-84,8
10:29:44,iOuC,302,102466,65036,-88,8
10:29:45,iOuC,303,102464,65033,-83,8
10:29:46,iOuC,303,102464,65033,-84,9
10:29:47,iOuC,303,102464,65026,-80,8
10:29:48,iOuC,303,102462,65033,-91,8
10:29:49,iOuC,304,102462,65019,-85,9
10:29:50,iOuC,304,102462,65006,-85,8
10:29:51,iOuC,304,102464,65000,-80,9
10:29:52,iOuC,304,102464,65006,-79,9
10:29:53,iOuC,305,102462,64994,-91,8
10:29:54,iOuC,305,102460,64987,-80,9
10:29:55,iOuC,305,102460,64981,-74,9
10:29:56,iOuC,305,102460,64981,-89,7
10:29:57,iOuC,305,102460,64961,-85,8
10:29:58,iOuC,305,102460,64968,-87,9
10:29:59,iOuC,305,102460,64954,-81,8
10:30:00,iOuC,305,102460,64968,-87,9
10:30:01,iOuC,305,102460,64961,-82,8
10:30:02,iOuC,305,102460,64941,-82,8
10:30:04,iOuC,305,102460,64954,-85,9
10:30:05,iOuC,305,102460,64941,-83,9
10:30:06,iOuC,305,102460,64928,-80,9
10:30:07,iOuC,305,102460,64928,-79,9
10:30:08,iOuC,305,102460,64928,-80,9
10:30:09,iOuC,305,102460,64921,-81,9
10:30:10,iOuC,305,102460,64908,-81,9
10:30:11,iOuC,305,102460,64915,-80,9
10:30:12,iOuC,305,102460,64915,-80,8
10:30:13,iOuC,305,102460,64915,-80,8
10:30:14,iOuC,305,102460,64901,-81,9
10:30:15,iOuC,305,102460,64908,-80,9
10:30:16,iOuC,305,102460,64895,-79,9
10:30:17,iOuC,305,102460,64888,-79,8
10:30:18,iOuC,305,102460,64875,-79,8
10:30:19,iOuC,305,102460,64888,-79,8
10:30:20,iOuC,305,102460,64875,-79,8
10:30:21,iOuC,305,102460,64875,-79,9
10:30:22,iOuC,305,102460,64875,-85,8
10:30:23,iOuC,305,102458,64868,-90,8
10:30:24,iOuC,305,102460,64868,-90,8
10:30:25,iOuC,305,102460,64862,-105,4
10:30:26,iOuC,304,102460,64860,-93,7
10:30:27,iOuC,304,102460,64880,-89,9
10:30:29,iOuC,304,102460,64880,-86,8
10:30:30,iOuC,304,102460,64887,-86,9
10:30:31,iOuC,304,102460,64867,-86,8
10:30:32,iOuC,304,102458,64860,-82,9
10:30:33,iOuC,304,102458,64867,-81,9
10:30:34,iOuC,304,102458,64854,-78,9
10:30:35,iOuC,304,102458,64874,-89,8
10:30:36,iOuC,304,102460,64854,-90,8
10:30:37,iOuC,304,102458,64854,-79,8
10:30:38,iOuC,304,102458,64860,-83,9
10:30:39,iOuC,304,102458,64847,-77,9
10:30:40,iOuC,304,102458,64847,-77,9
10:30:41,iOuC,304,102458,64854,-77,9
