ts,pwd,temp,atm,hum,rssi,snr
11:18:15,iOuC,372,102352,66167,-83,12
11:18:16,iOuC,372,102348,66167,-86,12
11:18:16,iOuC,372,102350,66167,-94,10
11:18:17,iOuC,372,102348,66161,-81,12
11:18:17,iOuC,372,102348,66154,-89,12
11:18:18,iOuC,372,102346,66167,-80,12
11:18:19,iOuC,372,102346,66154,-82,13
11:18:19,iOuC,372,102346,66154,-81,12
11:18:20,iOuC,372,102344,66141,-78,12
11:18:20,iOuC,372,102344,66134,-78,12
11:18:21,iOuC,372,102342,66141,-87,12
11:18:21,iOuC,372,102342,66127,-88,13
11:18:22,iOuC,372,102344,66134,-84,12
11:18:22,iOuC,372,102344,66127,-79,13
11:18:23,iOuC,372,102344,66134,-78,12
11:18:23,iOuC,372,102344,66127,-82,13
11:18:24,iOuC,372,102344,66114,-81,13
11:18:25,iOuC,372,102344,66127,-81,13
11:18:25,iOuC,372,102344,66114,-88,13
11:18:26,iOuC,372,102344,66114,-83,13
11:18:26,iOuC,373,102342,66107,-82,12
11:18:27,iOuC,372,102342,66114,-95,10
11:18:27,iOuC,372,102342,66114,-94,11
11:18:28,iOuC,373,102340,66101,-100,7
11:18:28,iOuC,373,102340,66107,-96,10
11:18:29,iOuC,373,102340,66101,-84,12
11:18:29,iOuC,373,102342,66101,-93,11
11:18:30,iOuC,373,102342,66101,-102,6
11:18:30,iOuC,373,102342,66094,-91,11
11:18:31,iOuC,373,102342,66081,-90,12
11:18:32,iOuC,373,102342,66087,-94,11
11:18:32,iOuC,373,102340,66087,-94,11
11:18:33,iOuC,373,102342,66087,-98,10
11:18:33,iOuC,373,102342,66081,-96,10
11:18:34,iOuC,373,102342,66074,-92,12
11:18:34,iOuC,373,102340,66081,-97,10
11:18:35,iOuC,373,102340,66081,-96,10
11:18:35,iOuC,373,102340,66074,-87,12
11:18:36,iOuC,373,102342,66061,-102,6
11:18:36,iOuC,373,102342,66074,-77,13
11:18:37,iOuC,373,102342,66067,-78,12
11:18:37,iOuC,373,102342,66067,-88,12
11:18:38,iOuC,373,102342,66067,-88,13
11:18:39,iOuC,373,102342,66061,-85,13
11:18:39,iOuC,373,102342,66061,-89,12
11:18:40,iOuC,373,102342,66054,-80,12
11:18:40,iOuC,373,102342,66054,-80,12
11:18:41,iOuC,373,102342,66061,-83,13
11:18:41,iOuC,373,102342,66047,-79,12
11:18:42,iOuC,373,102342,66061,-80,12
11:18:42,iOuC,373,102342,66041,-79,12
11:18:43,iOuC,373,102342,66041,-80,13
11:18:43,iOuC,373,102342,66041,-80,12
11:18:44,iOuC,373,102342,66034,-79,12
11:18:45,iOuC,373,102342,66041,-79,12
11:18:45,iOuC,373,102342,66027,-79,13
11:18:46,iOuC,373,102342,66027,-78,12
11:18:46,iOuC,373,102342,66034,-78,12
11:18:47,iOuC,373,102342,66021,-79,13
11:18:47,iOuC,373,102342,66027,-79,12
11:18:48,iOuC,373,102342,66021,-78,12
11:18:48,iOuC,373,102342,66034,-85,13
11:18:49,iOuC,373,102342,66027,-85,13
11:18:49,iOuC,373,102340,66014,-83,13
11:18:50,iOuC,373,102340,66007,-85,12
11:18:50,iOuC,373,102340,66021,-94,11
11:18:51,iOuC,373,102340,66021,-78,12
11:18:52,iOuC,373,102340,66021,-84,12
11:18:52,iOuC,373,102340,66007,-86,12
11:18:53,iOuC,373,102340,66001,-87,11
11:18:53,iOuC,373,102342,66007,-82,13
11:18:54,iOuC,373,102342,66001,-85,13
11:18:54,iOuC,373,102340,66014,-81,13
11:18:55,iOuC,373,102340,66007,-84,12
11:18:55,iOuC,373,102340,66007,-78,12
11:18:56,iOuC,373,102340,66001,-82,12
11:18:56,iOuC,373,102340,65981,-84,12
11:18:57,iOuC,373,102338,66014,-80,13
11:18:58,iOuC,373,102340,66001,-79,12
11:18:58,iOuC,373,102340,65994,-80,13
11:18:59,iOuC,373,102340,66007,-92,12
11:18:59,iOuC,373,102338,66001,-78,12
11:19:00,iOuC,373,102338,65974,-94,11
11:19:00,iOuC,373,102338,66001,-91,12
11:19:01,iOuC,373,102338,65987,-98,9
11:19:01,iOuC,373,102338,65974,-100,8
11:19:02,iOuC,373,102338,65987,-94,11
11:19:02,iOuC,373,102338,65981,-91,12
11:19:03,iOuC,373,102338,65981,-97,10
11:19:03,iOuC,373,102338,65981,-90,12
11:19:04,iOuC,373,102336,65994,-94,12
11:19:05,iOuC,373,102336,65981,-88,13
11:19:05,iOuC,373,102336,65974,-96,10
11:19:06,iOuC,373,102336,65981,-94,12
11:19:06,iOuC,373,102336,65974,-80,13
11:19:07,iOuC,373,102336,65974,-80,12
11:19:07,iOuC,373,102336,65974,-84,12
11:19:08,iOuC,373,102336,65961,-81,12
11:19:08,iOuC,373,102336,65954,-79,12
11:19:09,iOuC,373,102338,65981,-80,12
11:19:09,iOuC,373,102336,65974,-79,13
11:19:10,iOuC,373,102336,65968,-79,12
11:19:10,iOuC,373,102338,65968,-78,13
11:19:11,iOuC,373,102336,65968,-79,13
11:19:12,iOuC,373,102336,65981,-78,13
11:19:12,iOuC,373,102336,65961,-80,12
11:19:13,iOuC,373,102336,65954,-81,12
11:19:13,iOuC,373,102336,65961,-80,12
11:19:14,iOuC,372,102338,65961,-83,13
11:19:14,iOuC,372,102338,65961,-81,12
11:19:15,iOuC,372,102338,65961,-81,12
11:19:15,iOuC,372,102338,65947,-83,12
11:19:16,iOuC,372,102336,65961,-83,13
11:19:16,iOuC,372,102338,65954,-83,12
11:19:17,iOuC,372,102336,65947,-82,13
11:19:18,iOuC,372,102336,65947,-84,13
11:19:18,iOuC,372,102336,65947,-83,12
