ts,pwd,temp,atm,hum,rssi,snr
09:51:30,nX05,217,102507,65546,-62,8
09:51:31,nX05,218,102507,65545,-61,10
09:51:32,nX05,218,102507,65545,-65,9
09:51:33,nX05,218,102507,65545,-63,9
09:51:34,nX05,218,102507,65539,-61,9
09:51:35,nX05,218,102507,65539,-68,9
09:51:36,nX05,218,102507,65539,-60,10
09:51:37,nX05,218,102505,65525,-61,9
09:51:39,nX05,219,102505,65532,-64,8
09:51:40,nX05,219,102505,65519,-62,8
09:51:41,nX05,219,102505,65519,-63,8
09:51:42,nX05,219,102503,65512,-62,8
09:51:43,nX05,219,102503,65512,-61,9
09:51:44,nX05,220,102505,65518,-62,9
09:51:45,nX05,220,102505,65511,-64,9
09:51:46,nX05,220,102505,65505,-67,10
09:51:47,nX05,220,102505,65498,-64,9
09:51:48,nX05,220,102505,65505,-63,8
09:51:49,nX05,220,102505,65505,-61,8
09:51:50,nX05,221,102505,65498,-61,10
09:51:51,nX05,221,102505,65498,-63,9
09:51:52,nX05,221,102503,65485,-63,9
09:51:53,nX05,221,102503,65498,-62,8
09:51:54,nX05,221,102503,65491,-61,9
09:51:55,nX05,221,102505,65485,-63,9
09:51:56,nX05,222,102505,65491,-65,8
09:51:57,nX05,222,102505,65478,-66,8
09:51:58,nX05,222,102503,65478,-61,9
09:51:59,nX05,222,102503,65478,-63,9
09:52:00,nX05,222,102503,65478,-66,9
09:52:01,nX05,222,102503,65458,-63,8
09:52:02,nX05,223,102501,65464,-62,8
09:52:04,nX05,223,102501,65464,-63,9
09:52:05,nX05,223,102501,65464,-62,9
09:52:06,nX05,223,102501,65457,-61,8
09:52:07,nX05,223,102501,65437,-63,8
09:52:08,nX05,223,102503,65450,-63,9
09:52:09,nX05,223,102503,65450,-61,9
09:52:10,nX05,223,102503,65450,-60,9
09:52:11,nX05,224,102503,65437,-61,8
09:52:12,nX05,224,102503,65437,-62,9
09:52:13,nX05,224,102501,65437,-62,8
09:52:14,nX05,224,102501,65437,-64,8
09:52:15,nX05,224,102501,65437,-64,9
09:52:16,nX05,224,102503,65424,-61,8
09:52:17,nX05,224,102501,65417,-61,9
09:52:18,nX05,225,102501,65409,-62,9
09:52:19,nX05,225,102501,65402,-62,8
09:52:20,nX05,225,102501,65389,-63,9
09:52:21,nX05,225,102507,65395,-62,8
09:52:22,nX05,225,102507,65382,-63,8
09:52:23,nX05,225,102505,65395,-62,8
09:52:24,nX05,225,102505,65382,-62,8
09:52:25,nX05,226,102505,65376,-62,8
09:52:26,nX05,226,102505,65362,-63,8
09:52:27,nX05,226,102505,65369,-62,8
09:52:29,nX05,226,102505,65376,-61,8
09:52:30,nX05,226,102505,65369,-62,8
09:52:31,nX05,226,102505,65362,-62,8
09:52:32,nX05,226,102505,65356,-61,8
09:52:33,nX05,226,102503,65356,-61,9
09:52:34,nX05,226,102505,65356,-63,9
09:52:35,nX05,227,102505,65355,-62,9
09:52:36,nX05,227,102503,65348,-62,9
09:52:37,nX05,227,102503,65362,-66,8
09:52:38,nX05,227,102501,65342,-63,8
09:52:39,nX05,227,102505,65342,-63,8
09:52:40,nX05,227,102503,65328,-63,8
09:52:41,nX05,227,102503,65335,-62,8
09:52:42,nX05,227,102505,65322,-64,9
09:52:43,nX05,227,102503,65328,-64,8
09:52:44,nX05,227,102503,65295,-64,9
09:52:45,nX05,227,102503,65315,-63,8
09:52:46,nX05,228,102503,65308,-65,9
09:52:47,nX05,228,102503,65308,-64,9
09:52:48,nX05,228,102503,65295,-65,10
09:52:49,nX05,228,102503,65289,-65,9
09:52:50,nX05,228,102503,65302,-65,9
09:52:51,nX05,228,102503,65295,-64,9
09:52:52,nX05,228,102503,65282,-64,9
09:52:54,nX05,228,102503,65289,-64,10
09:52:55,nX05,228,102503,65289,-63,9
09:52:56,nX05,229,102503,65294,-64,9
09:52:57,nX05,228,102501,65269,-63,8
09:52:58,nX05,228,102501,65275,-66,8
09:52:59,nX05,229,102501,65274,-67,9
09:53:00,nX05,229,102501,65261,-68,9
09:53:01,nX05,229,102503,65241,-69,8
09:53:02,nX05,229,102501,65254,-67,8
09:53:03,nX05,229,102501,65248,-68,10
09:53:04,nX05,229,102499,65248,-66,9
09:53:05,nX05,229,102501,65248,-67,8
09:53:06,nX05,229,102499,65234,-63,8
09:53:07,nX05,229,102499,65241,-64,9
09:53:08,nX05,229,102499,65228,-62,8
09:53:09,nX05,230,102501,65215,-64,9
09:53:10,nX05,230,102501,65228,-65,10
09:53:11,nX05,230,102501,65215,-63,9
09:53:12,nX05,230,102499,65201,-63,9
09:53:13,nX05,230,102501,65208,-64,8
09:53:14,nX05,230,102501,65208,-60,9
09:53:15,nX05,230,102499,65195,-61,9
09:53:16,nX05,230,102501,65188,-61,9
09:53:17,nX05,230,102499,65201,-61,9
09:53:19,nX05,231,102501,65201,-64,10
09:53:20,nX05,231,102503,65195,-63,8
09:53:21,nX05,231,102503,65188,-62,8
09:53:22,nX05,231,102503,65181,-64,9
09:53:23,nX05,231,102501,65181,-64,9
09:53:24,nX05,231,102501,65181,-64,9
09:53:25,nX05,231,102501,65175,-65,9
09:53:26,nX05,232,102501,65174,-64,9
09:53:27,nX05,232,102499,65180,-65,9
09:53:28,nX05,232,102501,65180,-67,8
09:53:29,nX05,232,102501,65160,-66,8
09:53:30,nX05,232,102501,65167,-65,9
09:53:31,nX05,232,102501,65154,-66,9
09:53:32,nX05,232,102501,65160,-65,9
09:53:33,nX05,232,102505,65154,-65,9
09:53:34,nX05,232,102505,65160,-65,9
09:53:35,nX05,232,102505,65160,-66,8
09:53:36,nX05,233,102505,65141,-63,9
09:53:37,nX05,233,102505,65141,-63,9
09:53:38,nX05,233,102505,65134,-63,10
09:53:39,nX05,233,102505,65134,-62,8
09:53:40,nX05,233,102505,65134,-62,8
09:53:41,nX05,233,102503,65134,-64,9
09:53:42,nX05,233,102503,65134,-63,8
09:53:44,nX05,233,102503,65127,-66,8
09:53:45,nX05,233,102501,65121,-61,9
09:53:46,nX05,234,102503,65124,-62,8
09:53:47,nX05,234,102503,65117,-63,9
09:53:48,nX05,234,102501,65110,-64,10
09:53:49,nX05,234,102501,65117,-63,9
09:53:50,nX05,234,102501,65110,-63,8
09:53:51,nX05,234,102503,65110,-66,8
09:53:52,nX05,234,102501,65104,-66,9
09:53:53,nX05,234,102503,65084,-64,8
09:53:54,nX05,234,102503,65097,-64,8
09:53:55,nX05,234,102503,65097,-68,10
09:53:56,nX05,234,102503,65104,-64,9
09:53:57,nX05,234,102503,65084,-66,9
09:53:58,nX05,234,102503,65090,-64,9
09:53:59,nX05,234,102501,65084,-62,8
09:54:00,nX05,234,102503,65084,-64,10
09:54:01,nX05,234,102503,65077,-62,9
09:54:02,nX05,234,102503,65077,-64,8
09:54:03,nX05,234,102503,65077,-66,9
09:54:04,nX05,234,102503,65064,-63,8
09:54:05,nX05,234,102503,65051,-65,9
09:54:06,nX05,234,102503,65077,-68,9
09:54:07,nX05,234,102503,65071,-65,9
09:54:09,nX05,235,102503,65044,-66,8
09:54:10,nX05,235,102505,65051,-64,9
09:54:11,nX05,234,102503,65037,-64,9
09:54:12,nX05,235,102503,65024,-63,8
09:54:13,nX05,234,102505,65044,-64,8
09:54:14,nX05,234,102505,65037,-62,9
09:54:15,nX05,234,102503,65037,-63,8
09:54:16,nX05,234,102505,65024,-63,9
09:54:17,nX05,234,102505,65017,-61,9
09:54:18,nX05,234,102505,65017,-67,9
09:54:19,nX05,234,102505,65011,-65,9
09:54:20,nX05,234,102503,65011,-63,8
09:54:21,nX05,234,102503,65011,-62,9
09:54:22,nX05,234,102503,64998,-64,9
09:54:23,nX05,234,102503,65011,-63,8
09:54:24,nX05,234,102503,65017,-65,9
09:54:25,nX05,234,102503,65011,-66,8
09:54:26,nX05,234,102505,65004,-65,8
09:54:27,nX05,234,102505,65004,-65,9
09:54:28,nX05,235,102505,64998,-65,9
09:54:29,nX05,235,102505,65004,-65,9
09:54:30,nX05,235,102503,64984,-66,8
09:54:31,nX05,235,102505,64984,-65,9
09:54:32,nX05,235,102505,64998,-65,9
09:54:34,nX05,235,102505,64991,-66,8
09:54:35,nX05,235,102505,64984,-66,9
09:54:36,nX05,235,102505,64998,-66,8
09:54:37,nX05,235,102505,64998,-63,9
09:54:38,nX05,235,102505,64998,-62,8
09:54:39,nX05,235,102505,64998,-61,9
09:54:40,nX05,235,102503,64971,-64,9
09:54:41,nX05,235,102503,64991,-62,8
09:54:42,nX05,235,102503,64991,-65,10
09:54:43,nX05,235,102503,64984,-63,9
09:54:44,nX05,235,102505,64984,-63,9
09:54:45,nX05,235,102505,64998,-64,9
09:54:46,nX05,235,102505,64991,-64,10
09:54:47,nX05,235,102505,64998,-62,8
09:54:48,nX05,235,102505,64991,-63,8
09:54:49,nX05,235,102505,64978,-64,9
09:54:50,nX05,235,102505,64991,-64,10
09:54:51,nX05,236,102505,65003,-64,10
09:54:52,nX05,236,102505,64997,-62,8
09:54:53,nX05,236,102503,64990,-61,9
09:54:54,nX05,236,102503,64990,-64,10
09:54:55,nX05,236,102503,64997,-63,9
09:54:56,nX05,236,102505,65003,-61,9
09:54:57,nX05,236,102503,64997,-65,9
09:54:59,nX05,236,102503,64963,-64,9
09:55:00,nX05,236,102503,64997,-61,9
09:55:01,nX05,236,102503,64983,-62,8
09:55:02,nX05,236,102503,64983,-61,9
09:55:03,nX05,236,102505,64990,-62,8
